	EXRN00	EXRN01	EXRN02	EXRN03	EXRN04	EXRSTD	PCL01	PCL02	PCL03	PCL04	PCL05	PCL06	PCL07	PCL08	PCL09	PCL10	PCL11	PCL12	PCL13	PCL14	PCL15	PCL16	PCL17	PCL18	PCL19	PCL20	PCL21	PCL22	PCRN01	PCRN02	PCRN03	PCRN04	PCRNSK1	PCRNSK2	PCRSTD01	PCRSTD02	PCRSTDSK	PCZ01	PCZ02	PCZ03	PCZ04	PCZ05	PCZ06	PCZ07	PCZ08	PCZ09	PCZ10	PCZ11	PCZ12	PCZ13	PCZ14	PCZ15	PCZ16	PCZ17	PCZ18	PCZ19	PCZ20	PCZ21	PCZ22	PCZ23	PCZ24	PCZ25	PCZ26	PCZ27	PCZ28	PCZ29	PCZ30	PLS01	PLS02	PLS03	PLS04	PLS05	PLS06	PLS07	PLS08	PLS09	PLS10	PLS11	PLS12	PLS13	PLS14	PLS15	PLS16	PLS17	PLS18	PLS19	PLS20	PWW01	PWW02	PWW03	PWW04	PWW05	PWW06	PWW07	PWW08	PWW09	PWW10	PWW11	PWZ01	PWZ02	PWZ03	PWZ04	PWZ05	PWZ06	PWZ07	PWZ08	PWZ09	PWZ10	UNCG288	UNCG289	UNCG290	UNCG293	UNCG294	UNCG295	UNCG318	UNCGN
ASV_1148	0	0	0	0	0	0	0	0	0	0	0	19	9	0	0	0	0	0	145	19	0	0	0	29	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	3	8	25	16	1	6	0	18	0	68	0	6	20	15	23	0	22	0	31	27	146	0	11	22	86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	7	0	2	0	19	0	1	0	134	10	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	33	0	20	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	187	16	6	12	59	87	198	36	0	0	0	11	15	187	0	0	0	0	0	53	37	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1150	0	0	0	0	0	0	6	11	0	12	13	21	0	1	0	6	1	0	0	0	2	0	3	1	3	11	6	4	0	0	0	0	0	0	0	0	0	13	4	0	13	5	1	4	6	4	2	14	19	4	8	0	11	7	7	0	0	1	3	3	10	7	15	5	6	3	0	16	35	28	8	63	52	12	15	12	10	5	2	12	8	6	18	7	1	9	0	4	15	30	5	0	132	74	7	10	87	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0
ASV_1151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	966	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1152	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	969	0	0	0	0	0	0	0	0	0	0	0
ASV_1153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	39	96	0	44	7	266	0	0	101	2	64	5	0	3	7	0	37	7	0	33	2	22	11	42	40	81	43	15	0
ASV_1154	0	0	0	0	0	0	6	9	13	7	14	28	17	6	3	72	0	0	0	0	2	0	0	0	9	14	0	0	0	0	0	0	0	0	0	0	0	54	57	50	185	2	2	9	16	0	5	0	38	78	15	7	13	22	0	0	17	16	0	8	29	100	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	5	0	0	20	36	7	0	0	189	31	0	0	106	14	0	22	11	0	5	0	0	0	0	0	0	0	0	0	0	7	6	3	7	0	0	0	0	0	6	36	19	0	0	170	0	28	0	9	0	0	65	1	0	49	0	0	3	30	0	0	0	64	1	0	3	0	0	0	0	0	0
ASV_1156	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	2	10	8	4	0	52	8	10	10	2	5	22	42	22	13	10	29	0	0	2	0	0	7	14	123	11	197	38	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	20	2	4	51	0	66	4	70	7	33	0	0	0	0	0	0	0	0	0	4	0	3	0	20	7	0	0	0	0
ASV_1157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	275	0	82	0	132	0	398	0	0	0	0	0	0	0	0	0	0	2	0	0	44	1	0	0	0
ASV_1158	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	302	1	0	10	18	217	107	77	120	26	0	0	0	48	0	4	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	28	0	0	878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1160	0	0	0	0	0	0	3	16	34	0	8	8	4	0	0	2	24	0	44	0	3	3	35	4	0	111	15	3	0	0	0	0	0	0	0	0	0	0	6	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	54	20	9	62	98	3	0	32	20	0	4	13	67	23	87	47	8	7	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1161	0	0	0	0	0	0	0	120	5	7	39	0	46	15	21	31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	9	0	0	0	24	15	13	0	0	13	0	4	20	2	0	39	0	0	0	7	0	0	33	0	1	0	1	25	0	4	11	10	13	74	48	44	57	22	0	0	9	19	22	39	44	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1162	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	0	0	0	0	0	0	0	0	0	38	0	8	181	0	0	11	0	0	0	0	9	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1163	0	0	0	0	0	0	7	27	13	19	16	2	16	12	16	33	0	0	0	0	0	2	0	7	0	2	23	7	0	0	0	0	0	0	0	0	0	5	22	27	7	7	9	14	8	17	17	13	15	18	41	8	13	21	13	0	4	13	18	12	36	28	0	32	18	15	8	24	4	12	3	28	4	6	20	12	20	21	12	20	4	4	23	14	7	43	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1164	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	0	7	0	860	0	0	0	0	0	0	0
ASV_1165	0	0	0	0	0	0	7	67	18	18	12	5	30	11	26	42	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	7	43	0	9	0	28	0	10	14	15	20	0	34	18	23	6	0	0	46	0	16	60	24	42	0	23	21	0	0	27	19	0	0	17	0	0	16	0	9	12	0	0	0	0	0	0	0	0	35	0	37	0	0	32	0	0	0	0	23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	313	0	0	0	398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	944	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1168	0	0	0	0	0	0	0	47	27	0	0	0	0	4	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	29	0	50	8	85	13	7	0	0	22	40	10	34	0	0	5	19	0	16	18	0	0	18	198	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	36	0	0	21	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1169	0	0	0	0	0	0	0	8	13	7	0	15	3	6	9	28	0	0	3	17	0	0	0	4	2	20	28	37	0	0	0	0	0	0	0	0	0	11	1	17	2	0	1	3	0	0	2	6	9	0	11	6	1	0	4	0	0	3	6	0	33	14	5	5	2	0	0	15	1	3	9	11	0	14	14	15	2	11	14	14	45	2	11	37	8	56	89	0	0	4	0	0	40	0	0	0	0	50	9	3	3	29	0	27	15	1	15	0	0	19	1	4	0	0	7	0
ASV_1170	0	0	0	0	0	0	53	54	20	0	31	16	24	0	35	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	15	0	0	10	0	25	0	0	21	0	0	0	32	13	6	0	0	0	0	0	0	0	0	0	14	0	0	24	12	47	20	42	76	15	17	45	21	20	36	40	5	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1171	0	0	0	0	0	0	6	9	88	7	9	5	4	11	10	1	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0	5	2	6	9	3	6	0	3	6	5	0	4	0	0	0	0	0	0	0	0	0	0	20	65	0	29	22	55	49	95	30	74	49	14	8	22	10	17	17	7	9	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	4	0	11	0	33	14	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	39	38	0	13	169	121	74	0	22	119	0	0	0	0	0	0	0	0	0	0	13	23	79	28	46	0	26	0
ASV_1173	0	0	0	0	0	0	127	12	50	31	1	43	3	3	3	81	0	0	0	2	0	18	0	0	0	0	17	54	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	7	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	2	73	0	5	3	53	2	8	0	2	0	4	0	0	42	201	4	0	0	0	2	0	14	0	6	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0
ASV_1174	0	0	0	0	0	0	0	96	3	0	0	0	0	0	64	15	0	0	0	22	14	1	0	1	1	0	0	4	0	0	0	0	0	0	0	0	0	8	12	10	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	7	30	0	0	1	0	0	20	37	0	3	12	25	12	25	0	4	107	41	6	7	0	11	4	7	14	8	8	43	0	5	44	1	0	6	3	2	111	0	0	0	0	0	0	0	0	0	0	19	7	20	0	0	0	28	0
ASV_1175	0	0	0	0	0	0	99	98	35	73	0	24	77	45	0	23	41	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	19	0	0	1	6	4	13	36	41	20	32	36	28	86	27	29	5	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	41	0	0	0	3	2	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	21	65	120	127	0	64	17	0	4	0	35	1	0	108	99	13	0	0	16	0	6	8	35	12	12	17	6	0
ASV_1177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	21	20	9	0	18	12	12	5	0	19	0	9	18	6	0	13	7	13	0	0	24	11	0	0	0	52	115	9	66	14	82	67	0	7	0	0	6	0	0	0	0	0	0	0	210	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	34	3	43	294	27	71	40	18	70	22	99	58	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1179	0	0	0	0	0	0	0	0	3	0	0	0	0	2	0	3	8	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	15	74	0	42	0	0	0	15	52	9	63	0	0	5	9	6	23	0	0	2	0	0	21	51	133	36	5	0	0	0	0	0	0	0	0	0	12	2	0	24	0	6	12	8	43	184	38	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1180	0	0	0	0	0	0	7	11	14	11	2	2	8	2	1	4	2	0	19	0	0	0	14	10	18	22	3	5	0	0	0	0	0	0	0	0	0	32	22	0	21	2	5	17	5	5	0	8	1	9	20	9	8	0	6	1	1	8	18	5	0	15	8	6	2	3	0	8	7	3	11	10	16	12	14	19	5	12	15	5	16	5	13	21	3	23	7	55	21	0	0	35	17	19	0	45	96	1	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0
ASV_1181	0	0	0	0	0	0	0	12	7	0	2	0	0	3	2	0	1	14	54	0	4	16	51	9	20	27	59	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	8	0	16	0	3	35	2	3	5	0	0	0	0	0	0	0	6	0	0	11	0	0	3	0	0	1	5	2	4	0	3	1	10	13	1	0	12	35	10	5	0	0	13	10	3	6	2	20	54	46	10	11	30	42	8	0	19	94	14	1	4	19	0	4	0	4	1	3	13	10	0
ASV_1182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	71	463	5	6	267	59	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	49	24	4	18	49	18	22	36	250	11	39	3	16	6	111	26	12	5	17	22	42	6	8	40	20	21	33	0
ASV_1184	0	0	0	0	0	0	0	0	0	0	6	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	32	0	0	26	0	4	0	0	40	208	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	22	0	0	9	281	13	0	0	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	1	0	0	5	0	0	0	5	5	0	0	0	8	26	0	6	0	0
ASV_1185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	25	0	19	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	2	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	606	0	159	0
ASV_1186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	109	34	60	51	194	110	43	61	24	20	0	0	0	4	0	1	0	0	0	0	1	0	11	7	1	0	54	0
ASV_1187	0	0	0	0	0	0	0	0	0	0	0	0	51	24	37	95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	0	20	6	2	18	0	7	14	40	54	0	0	46	9	0	0	38	19	0	26	15	16	63	8	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	39	18	0	34	5	0	0	0	3	12	7	120	43	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	6	0	0
ASV_1188	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	0	0	0	120	0
ASV_1189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	12	0	2	34	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	17	58	102	175	0	396	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0
ASV_1190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	4	23	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	7	56	0	16	19	12	85	0	81	94	126	132	32	3	21	36	55	13	44	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1191	0	0	0	0	0	0	5	2	0	2	0	5	0	0	0	3	3	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	12	0	33	2	0	3	0	4	0	20	14	9	7	0	0	8	7	0	3	0	0	2	10	50	3	13	3	3	0	7	5	13	1	8	14	0	0	2	0	21	10	1	18	0	33	26	9	7	39	67	56	0	56	62	4	15	20	49	0	0	0	0	0	0	0	0	0	0	0	0	9	49	61	0	0	0	6	0
ASV_1192	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	44	0	6	2	0	0	5	2	0	0	0	3	0	0	5	0	7	1	17	60	0	7	0	0	7	75	0	14	113	15	51	0	28	3	347	12	0	0	11	0	0	0	6	4	32	13	0	0
ASV_1193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	290	0	0	0	66	67	423	29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1194	0	0	0	0	0	0	22	22	70	20	42	7	9	4	7	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	12	0	14	2	3	2	1	19	0	40	76	12	23	19	7	20	23	0	6	11	5	0	0	37	8	49	0	1	0	3	18	36	15	8	6	3	7	0	20	10	4	23	16	9	9	14	1	10	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1195	0	0	0	0	0	0	0	0	293	4	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	154	0	3	4	0	10	0	3	0	61	0	0	0	2	26	0	8	0	38	0	0	0	0	32	0	7	87	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	891	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0
ASV_1197	0	0	0	0	0	0	2	5	3	0	1	1	4	1	0	0	4	2	7	11	1	0	9	1	2	16	0	3	0	0	0	0	0	0	0	0	0	14	4	0	8	0	0	0	0	4	0	15	8	1	5	4	0	5	8	2	0	0	2	2	9	12	0	8	8	4	0	0	15	16	6	17	22	9	26	20	36	16	24	3	8	11	11	14	0	6	2	38	17	48	78	52	25	11	13	11	20	40	11	0	0	5	31	9	0	0	5	0	4	0	9	4	8	5	4	0
ASV_1198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	1	9	157	0	14	2	91	0	18	65	0	32	26	82	0	0	42	0	6	0	4	6	5	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	737	0	0	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1200	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	0	0	15	15	0	0	15	0	0	18	28	166	30	0	2	9	0	0	85	31	109	4	0	83	16	47	3	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	0
ASV_1201	0	0	0	0	0	0	0	6	31	2	0	0	1	0	0	0	0	0	0	0	7	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	63	0	5	38	0	0	48	3	2	0	0	0	1	0	111	0	76	0	0	25	0	0	15	6	0	0	19	20	9	6	21	0	15	11	16	0	5	7	11	0	0	36	23	0	0	0	4	46	143	0	3	16	0	0	0	0	41	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	141	0	0	0	0	0	748	0	0	0	0	0
